X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_sin,month_cos,day_sin,day_cos,area_log,temp_RH_ratio,fire_spread_potential,FWI_total,drought_wind
6,3,93.5,149.3,728.6,8.1,22.8,39,3.6,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0,0.5700000000000001,29.16,971.4000000000001,2622.96
6,3,94.3,85.1,692.3,15.9,25.4,24,3.6,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0,1.016,57.24,871.6999999999999,2492.2799999999997
6,3,88.6,91.8,709.9,7.1,11.2,78,7.6,0.0,0.0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.14177215189873416,53.959999999999994,890.3,5395.24
6,3,88.6,69.7,706.8,5.8,20.6,37,1.8,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0,0.5421052631578948,10.44,865.0999999999999,1272.24
6,3,91.7,75.6,718.3,7.8,17.7,39,3.6,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0,0.4425,28.08,885.5999999999999,2585.88
6,3,91.8,78.5,724.3,9.2,21.2,32,2.7,0.0,0.0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.6424242424242425,24.84,894.5999999999999,1955.61
6,3,90.3,80.7,730.2,6.3,18.2,62,4.5,0.0,0.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.0,0.28888888888888886,28.349999999999998,901.2,3285.9
6,3,90.6,35.4,669.1,6.7,21.7,24,4.5,0.0,0.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.0,0.868,30.150000000000002,795.1,3010.9500000000003
7,4,90.0,41.5,682.6,8.7,11.3,60,5.4,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.0,0.18524590163934426,46.98,814.1,3686.0400000000004
7,3,90.6,43.7,686.9,6.7,17.8,27,4.0,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.0,0.6357142857142858,26.8,821.2,2747.6
4,4,88.1,25.7,67.6,3.8,14.1,43,2.7,0.0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,0.32045454545454544,10.26,181.39999999999998,182.52
4,4,82.1,60.6,366.7,1.5,23.3,37,3.1,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.0,0.6131578947368421,4.65,509.4,1136.77
4,4,90.2,96.9,624.2,8.9,18.4,42,6.7,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,0.42790697674418604,59.63,811.3000000000001,4182.14
4,4,94.8,108.3,647.1,17.0,16.6,54,5.4,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.0,0.3018181818181818,91.80000000000001,850.2,3494.34
4,4,92.5,88.0,698.6,7.1,19.6,48,2.7,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0,0.4,19.17,879.1,1886.2200000000003
4,4,90.1,82.9,735.7,6.2,12.9,74,4.9,0.0,0.0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.0,0.17200000000000001,30.380000000000003,908.7,3604.9300000000003
5,6,94.3,85.1,692.3,15.9,25.9,24,4.0,0.0,0.0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.0,1.036,63.6,871.6999999999999,2769.2
5,6,90.9,126.5,686.5,7.0,14.7,70,3.6,0.0,0.0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.20704225352112676,25.2,903.9,2471.4
6,6,94.2,62.3,442.9,11.0,23.0,36,3.1,0.0,0.0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,0.6216216216216216,34.1,599.4,1372.99
4,4,87.2,23.9,64.7,4.1,11.8,35,1.8,0.0,0.0,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.3277777777777778,7.38,175.8,116.46000000000001
4,4,87.6,52.2,103.8,5.0,11.0,46,5.8,0.0,0.0,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.23404255319148937,29.0,243.60000000000002,602.04
4,4,92.9,137.0,706.4,9.2,20.8,17,1.3,0.0,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0,1.1555555555555557,11.959999999999999,936.3,918.32
4,3,90.2,99.6,631.2,6.3,21.5,34,2.2,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.6142857142857143,13.860000000000001,821.0,1388.64
4,3,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,0.47441860465116276,47.04,857.4000000000001,3205.09
4,3,92.1,111.2,654.1,9.6,20.4,42,4.9,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,0.47441860465116276,47.04,857.4000000000001,3205.09
4,3,91.7,114.3,661.3,6.3,17.6,45,3.6,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,0.3826086956521739,22.68,867.3,2380.68
4,3,92.9,137.0,706.4,9.2,27.7,24,2.2,0.0,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0,1.1079999999999999,20.24,936.3,1554.0800000000002
4,3,90.3,80.7,730.2,6.3,17.8,63,4.9,0.0,0.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.0,0.278125,30.87,901.2,3577.9800000000005
4,3,92.6,46.5,691.8,8.8,13.8,50,2.7,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,0.2705882352941177,23.760000000000005,830.9,1867.86
2,2,84.0,9.3,34.0,2.1,13.9,40,5.4,0.0,0.0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.33902439024390246,11.340000000000002,127.3,183.60000000000002
2,2,86.6,13.2,43.0,5.3,12.3,51,0.9,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.0,0.23653846153846156,4.77,142.8,38.7
2,2,89.3,51.3,102.2,9.6,11.5,39,5.8,0.0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,0.2875,55.68,242.8,592.76
2,2,89.3,51.3,102.2,9.6,5.5,59,6.3,0.0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,0.09166666666666666,60.48,242.8,643.86
2,2,93.0,75.3,466.6,7.7,18.8,35,4.9,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,0.5222222222222223,37.730000000000004,634.9000000000001,2286.34
2,2,90.2,99.6,631.2,6.3,20.8,33,2.7,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.611764705882353,17.01,821.0,1704.2400000000002
2,2,91.1,103.2,638.8,5.8,23.1,31,3.1,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,0.721875,17.98,833.0999999999999,1980.28
2,2,91.7,114.3,661.3,6.3,18.6,44,4.5,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,0.4133333333333334,28.349999999999998,867.3,2975.85
2,2,92.4,117.9,668.0,12.2,23.0,37,4.5,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0,0.6052631578947368,54.9,878.3,3006.0
2,2,92.4,117.9,668.0,12.2,19.6,33,5.4,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0,0.5764705882352942,65.88,878.3,3607.2000000000003
2,2,92.4,117.9,668.0,12.2,19.6,33,6.3,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0,0.5764705882352942,76.86,878.3,4208.4
4,5,91.7,33.3,77.5,9.0,17.2,26,4.5,0.0,0.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.0,0.637037037037037,40.5,202.5,348.75
4,5,91.2,48.3,97.8,12.5,15.8,27,7.6,0.0,0.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.0,0.5642857142857143,95.0,237.3,743.28
4,5,94.3,85.1,692.3,15.9,17.7,37,3.6,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0,0.46578947368421053,57.24,871.6999999999999,2492.2799999999997
5,4,91.7,33.3,77.5,9.0,15.6,25,6.3,0.0,0.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.0,0.6,56.699999999999996,202.5,488.25
5,4,88.8,147.3,614.5,9.0,17.3,43,4.5,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.0,0.3931818181818182,40.5,850.6,2765.25
5,4,93.3,141.2,713.9,13.9,27.6,30,1.3,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0,0.8903225806451613,18.07,948.4,928.07
9,9,84.2,6.8,26.6,7.7,6.7,79,3.1,0.0,0.0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.0,0.08375,23.87,117.6,82.46000000000001
9,9,86.6,13.2,43.0,5.3,15.7,43,3.1,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.0,0.3568181818181818,16.43,142.8,133.3
1,3,87.6,52.2,103.8,5.0,8.3,72,3.1,0.0,0.0,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.1136986301369863,15.5,243.60000000000002,321.78
1,2,90.1,108.0,529.8,12.5,14.7,66,2.7,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.0,0.21940298507462686,33.75,727.9,1430.46
1,2,91.0,121.2,561.6,7.0,21.6,19,6.7,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.0,1.08,46.9,773.8,3762.7200000000003
1,2,91.4,142.4,601.4,10.6,19.5,39,6.3,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.4875,66.78,835.2,3788.8199999999997
1,2,90.2,99.6,631.2,6.3,17.9,44,2.2,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.39777777777777773,13.860000000000001,821.0,1388.64
1,2,94.8,108.3,647.1,17.0,18.6,51,4.5,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.0,0.3576923076923077,76.5,850.2,2911.9500000000003
1,2,92.1,111.2,654.1,9.6,16.6,47,0.9,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.0,0.3458333333333334,8.64,857.4000000000001,588.69
1,2,91.7,114.3,661.3,6.3,20.2,45,3.6,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,0.43913043478260866,22.68,867.3,2380.68
1,2,92.9,137.0,706.4,9.2,21.5,15,0.9,0.0,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0,1.34375,8.28,936.3,635.76
1,2,92.9,137.0,706.4,9.2,25.4,27,2.2,0.0,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0,0.9071428571428571,20.24,936.3,1554.0800000000002
1,2,92.9,137.0,706.4,9.2,22.4,34,2.2,0.0,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0,0.64,20.24,936.3,1554.0800000000002
1,2,93.5,149.3,728.6,8.1,25.3,36,3.6,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0,0.6837837837837838,29.16,971.4000000000001,2622.96
6,5,91.7,35.8,80.8,7.8,17.4,25,4.9,0.0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.0,0.6692307692307692,38.22,208.3,395.92
6,5,90.2,96.9,624.2,8.9,14.7,59,5.8,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,0.245,51.62,811.3000000000001,3620.36
8,6,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,0.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.0,0.696,42.120000000000005,208.3,436.32
8,6,92.3,85.3,488.0,14.7,20.8,32,6.3,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.6303030303030304,92.61,665.6,3074.4
8,6,91.4,142.4,601.4,10.6,18.2,43,4.9,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.41363636363636364,51.940000000000005,835.2,2946.86
8,6,91.1,103.2,638.8,5.8,23.4,22,2.7,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,1.017391304347826,15.66,833.0999999999999,1724.76
4,4,89.7,90.0,704.4,4.8,17.8,64,1.3,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0,0.27384615384615385,6.24,884.0999999999999,915.72
3,4,83.9,8.0,30.2,2.6,12.7,48,1.8,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.0,0.25918367346938775,4.680000000000001,122.10000000000001,54.36
3,4,82.1,2.4,15.5,0.7,17.4,24,5.4,0.0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.0,0.696,3.78,100.0,83.7
3,4,91.4,142.4,601.4,10.6,11.6,87,4.5,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.1318181818181818,47.699999999999996,835.2,2706.2999999999997
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.495,57.24,835.2,3247.56
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.495,57.24,835.2,3247.56
3,4,88.8,147.3,614.5,9.0,14.4,66,5.4,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.0,0.21492537313432836,48.6,850.6,3318.3
2,4,94.8,108.3,647.1,17.0,20.1,40,4.0,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.0,0.49024390243902444,68.0,850.2,2588.4
2,4,92.5,121.1,674.4,8.6,24.1,29,4.5,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0,0.8033333333333333,38.699999999999996,888.0,3034.7999999999997
2,4,82.1,3.7,9.3,2.9,5.3,78,3.1,0.0,0.0,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.0,0.0670886075949367,8.99,95.1,28.830000000000002
4,5,85.9,19.5,57.3,2.8,12.7,52,6.3,0.0,0.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.0,0.23962264150943394,17.639999999999997,162.7,360.98999999999995
4,5,91.4,30.7,74.3,7.5,18.2,29,3.1,0.0,0.0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.0,0.6066666666666667,23.25,196.4,230.32999999999998
4,5,90.2,99.6,631.2,6.3,21.4,33,3.1,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,0.6294117647058823,19.53,821.0,1956.7200000000003
4,5,92.5,88.0,698.6,7.1,20.3,45,3.1,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0,0.44130434782608696,22.009999999999998,879.1,2165.6600000000003
4,5,88.6,91.8,709.9,7.1,17.4,56,5.4,0.0,0.0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.3052631578947368,38.34,890.3,3833.46
4,4,85.9,19.5,57.3,2.8,13.7,43,5.8,0.0,0.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.0,0.31136363636363634,16.24,162.7,332.34
3,4,91.7,33.3,77.5,9.0,18.8,18,4.5,0.0,0.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.0,0.9894736842105264,40.5,202.5,348.75
3,4,89.7,90.0,704.4,4.8,22.8,39,3.6,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0,0.5700000000000001,17.28,884.0999999999999,2535.84
3,4,91.8,78.5,724.3,9.2,18.9,35,2.7,0.0,0.0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,0.5249999999999999,24.84,894.5999999999999,1955.61
3,4,88.1,25.7,67.6,3.8,15.8,27,7.6,0.0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,0.5642857142857143,28.88,181.39999999999998,513.7599999999999
3,5,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,0.5535714285714286,23.939999999999998,181.39999999999998,425.87999999999994
3,4,91.7,35.8,80.8,7.8,11.6,30,6.3,0.0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.0,0.3741935483870968,49.14,208.3,509.03999999999996
3,4,91.7,35.8,80.8,7.8,15.2,27,4.9,0.0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.0,0.5428571428571428,38.22,208.3,395.92
3,4,90.1,39.7,86.6,6.2,10.6,30,4.0,0.0,0.0,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.3419354838709677,24.8,216.4,346.4
3,4,93.0,75.3,466.6,7.7,19.6,36,3.1,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.0,0.5297297297297298,23.87,634.9000000000001,1446.46
3,4,91.5,145.4,608.2,10.7,10.3,74,2.2,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,0.13733333333333334,23.54,845.1,1338.0400000000002
3,4,91.5,145.4,608.2,10.7,17.1,43,5.4,0.0,0.0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,0.0,0.38863636363636367,57.78,845.1,3284.2800000000007
3,4,92.4,124.1,680.7,8.5,22.5,42,5.4,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0,0.5232558139534884,45.900000000000006,897.2,3675.7800000000007
3,4,84.4,73.4,671.9,3.2,17.9,45,3.1,0.0,0.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0.0,0.38913043478260867,9.920000000000002,829.7,2082.89
3,4,94.3,85.1,692.3,15.9,19.8,50,5.4,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0,0.38823529411764707,85.86000000000001,871.6999999999999,3738.42
3,4,92.6,46.5,691.8,8.8,20.6,24,5.4,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,0.8240000000000001,47.52000000000001,830.9,3735.72
3,5,87.6,52.2,103.8,5.0,9.0,49,2.2,0.0,0.0,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.18,11.0,243.60000000000002,228.36
3,5,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.0,0.3909090909090909,25.11,971.4000000000001,2258.6600000000003
3,5,91.4,37.9,673.8,5.2,15.9,46,3.6,0.0,0.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.0,0.3382978723404255,18.720000000000002,803.0999999999999,2425.68
2,5,92.6,46.5,691.8,8.8,15.4,35,0.9,0.0,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,0.4277777777777778,7.920000000000001,830.9,622.62
4,6,82.1,21.5,87.2,0.8,15.4,40,2.7,0.0,0.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.0,0.375609756097561,2.16,190.8,235.44000000000003
4,6,87.2,23.9,64.7,4.1,14.0,39,3.1,0.0,0.0,1.0,6.123233995736766e-17,0.0,1.0,0.0,0.35,12.709999999999999,175.8,200.57000000000002
4,6,89.3,51.3,102.2,9.6,10.6,46,4.9,0.0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,0.225531914893617,47.04,242.8,500.78000000000003
4,6,93.7,80.9,685.2,17.9,17.6,42,3.1,0.0,0.0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.0,0.4093023255813954,55.489999999999995,859.8000000000001,2124.1200000000003
3,5,88.1,25.7,67.6,3.8,14.9,38,2.7,0.0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,0.3820512820512821,10.26,181.39999999999998,182.52
3,5,93.5,139.4,594.2,20.3,17.6,52,5.8,0.0,0.0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,0.33207547169811324,117.74,827.1,3446.36
